date,state,state_ibge_code,place,deaths_sars,deaths_pneumonia,deaths_respiratory_failure,deaths_septicemia,deaths_indeterminate,deaths_others,deaths_covid19,created_at
2019-08-27,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-08-28,DF,53,home,,,,,,7,,2020-06-09 16:45
2019-08-28,DF,53,hospital,,8,1,8,1,12,,2020-06-09 16:45
2019-08-28,DF,53,others,,,1,,,,,2020-06-09 16:45
2019-08-29,DF,53,home,,,2,,,2,,2020-06-09 16:45
2019-08-29,DF,53,hospital,,4,2,8,1,12,,2020-06-09 16:45
2019-08-29,DF,53,others,,,1,,,1,,2020-06-09 16:45
2019-08-30,DF,53,home,,,,,,3,,2020-06-09 16:45
2019-08-30,DF,53,hospital,,8,2,7,,19,,2020-06-09 16:45
2019-08-31,DF,53,home,,,4,,,3,,2020-06-09 16:45
2019-08-31,DF,53,hospital,,9,4,12,,22,,2020-06-09 16:45
2019-08-31,DF,53,others,,,,1,,2,,2020-06-09 16:45
2019-09-01,DF,53,home,,1,2,,,3,,2020-06-09 16:45
2019-09-01,DF,53,hospital,,12,2,9,1,13,,2020-06-09 16:45
2019-09-01,DF,53,others,,,1,,,,,2020-06-09 16:45
2019-09-02,DF,53,home,,1,1,1,,2,,2020-06-09 16:45
2019-09-02,DF,53,hospital,,14,3,8,,13,,2020-06-09 16:45
2019-09-02,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-09-03,DF,53,home,,,,,,1,,2020-06-09 16:45
2019-09-03,DF,53,hospital,,9,3,8,1,16,,2020-06-09 16:45
2019-09-03,DF,53,others,,1,,,,1,,2020-06-09 16:45
2019-09-04,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-09-04,DF,53,hospital,,10,5,7,,15,,2020-06-09 16:45
2019-09-04,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-09-05,DF,53,home,,,,,,6,,2020-06-09 16:45
2019-09-05,DF,53,hospital,,13,3,5,,12,,2020-06-09 16:45
2019-09-05,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-09-06,DF,53,home,,1,,,,8,,2020-06-09 16:45
2019-09-06,DF,53,hospital,1,6,3,8,1,16,,2020-06-09 16:45
2019-09-06,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-09-06,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-09-07,DF,53,home,,1,,,,4,,2020-06-09 16:45
2019-09-07,DF,53,hospital,,7,2,7,,16,,2020-06-09 16:45
2019-09-07,DF,53,others,,2,,,,,,2020-06-09 16:45
2019-09-08,DF,53,home,,,1,,,4,,2020-06-09 16:45
2019-09-08,DF,53,hospital,,8,3,5,,10,,2020-06-09 16:45
2019-09-08,DF,53,others,,,,1,,1,,2020-06-09 16:45
2019-09-09,DF,53,home,,,,,,3,,2020-06-09 16:45
2019-09-09,DF,53,hospital,,7,,8,,29,,2020-06-09 16:45
2019-09-09,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-09-10,DF,53,home,,,,,,6,,2020-06-09 16:45
2019-09-10,DF,53,hospital,1,11,3,7,1,9,,2020-06-09 16:45
2019-09-11,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-09-11,DF,53,hospital,,8,3,6,1,13,,2020-06-09 16:45
2019-09-11,DF,53,others,,1,,,,1,,2020-06-09 16:45
2019-09-11,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-09-12,DF,53,home,,,1,,,5,,2020-06-09 16:45
2019-09-12,DF,53,hospital,,8,2,4,,16,,2020-06-09 16:45
2019-09-12,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-09-13,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-09-13,DF,53,hospital,1,12,2,9,1,7,,2020-06-09 16:45
2019-09-14,DF,53,home,,1,1,,,1,,2020-06-09 16:45
2019-09-14,DF,53,hospital,,9,4,2,1,18,,2020-06-09 16:45
2019-09-14,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-09-15,DF,53,home,,,,1,,3,,2020-06-09 16:45
2019-09-15,DF,53,hospital,,6,2,7,,14,,2020-06-09 16:45
2019-09-15,DF,53,others,,1,,,,,,2020-06-09 16:45
2019-09-15,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-09-16,DF,53,home,,,,1,1,2,,2020-06-09 16:45
2019-09-16,DF,53,hospital,,10,1,7,1,17,,2020-06-09 16:45
2019-09-17,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-09-17,DF,53,hospital,,7,3,6,,17,,2020-06-09 16:45
2019-09-18,DF,53,home,,,,,,4,,2020-06-09 16:45
2019-09-18,DF,53,hospital,,11,4,9,,9,,2020-06-09 16:45
2019-09-18,DF,53,others,,1,,1,,1,,2020-06-09 16:45
2019-09-19,DF,53,home,,,,,,4,,2020-06-09 16:45
2019-09-19,DF,53,hospital,,6,1,4,,24,,2020-06-09 16:45
2019-09-19,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-09-20,DF,53,home,,,,,,8,,2020-06-09 16:45
2019-09-20,DF,53,hospital,,12,3,6,,26,,2020-06-09 16:45
2019-09-20,DF,53,others,,1,1,,,,,2020-06-09 16:45
2019-09-21,DF,53,home,,2,1,,,5,,2020-06-09 16:45
2019-09-21,DF,53,hospital,,12,1,6,,18,,2020-06-09 16:45
2019-09-21,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-09-22,DF,53,home,,2,,,,2,,2020-06-09 16:45
2019-09-22,DF,53,hospital,,8,3,8,,16,,2020-06-09 16:45
2019-09-22,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-09-23,DF,53,home,,1,,1,,7,,2020-06-09 16:45
2019-09-23,DF,53,hospital,1,10,1,7,1,23,,2020-06-09 16:45
2019-09-23,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-09-24,DF,53,home,,,1,,,1,,2020-06-09 16:45
2019-09-24,DF,53,hospital,,6,4,8,,24,,2020-06-09 16:45
2019-09-24,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-09-25,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-09-25,DF,53,hospital,2,5,2,6,1,13,,2020-06-09 16:45
2019-09-25,DF,53,others,,,,1,,,,2020-06-09 16:45
2019-09-26,DF,53,home,,,1,,,5,,2020-06-09 16:45
2019-09-26,DF,53,hospital,,14,5,5,,15,,2020-06-09 16:45
2019-09-26,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-09-26,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-09-27,DF,53,home,,1,1,,,2,,2020-06-09 16:45
2019-09-27,DF,53,hospital,,4,2,2,,9,,2020-06-09 16:45
2019-09-28,DF,53,home,,1,,,,3,,2020-06-09 16:45
2019-09-28,DF,53,hospital,1,5,3,11,,13,,2020-06-09 16:45
2019-09-28,DF,53,others,,1,,,,,,2020-06-09 16:45
2019-09-29,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-09-29,DF,53,hospital,,7,2,4,1,15,,2020-06-09 16:45
2019-09-29,DF,53,others,,1,,,,1,,2020-06-09 16:45
2019-09-30,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-09-30,DF,53,hospital,,9,2,9,,23,,2020-06-09 16:45
2019-09-30,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-09-30,DF,53,public,,,,,,6,,2020-06-09 16:45
2019-10-01,DF,53,home,,,,,1,6,,2020-06-09 16:45
2019-10-01,DF,53,hospital,,12,3,6,,9,,2020-06-09 16:45
2019-10-01,DF,53,public,,,,,,3,,2020-06-09 16:45
2019-10-02,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-10-02,DF,53,hospital,,12,2,6,,16,,2020-06-09 16:45
2019-10-02,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-10-03,DF,53,home,,,,1,,4,,2020-06-09 16:45
2019-10-03,DF,53,hospital,1,4,3,3,1,16,,2020-06-09 16:45
2019-10-03,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-10-04,DF,53,home,,,,,,4,,2020-06-09 16:45
2019-10-04,DF,53,hospital,,10,2,6,,16,,2020-06-09 16:45
2019-10-04,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-05,DF,53,home,,1,,,,1,,2020-06-09 16:45
2019-10-05,DF,53,hospital,,6,2,7,,16,,2020-06-09 16:45
2019-10-05,DF,53,public,,,,,,3,,2020-06-09 16:45
2019-10-06,DF,53,home,,2,,,,3,,2020-06-09 16:45
2019-10-06,DF,53,hospital,,8,,10,,22,,2020-06-09 16:45
2019-10-06,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-10-07,DF,53,home,,2,,,,1,,2020-06-09 16:45
2019-10-07,DF,53,hospital,,6,2,8,,15,,2020-06-09 16:45
2019-10-07,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-08,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-10-08,DF,53,hospital,,5,3,8,,14,,2020-06-09 16:45
2019-10-08,DF,53,others,,,,1,,1,,2020-06-09 16:45
2019-10-09,DF,53,home,,,,1,,6,,2020-06-09 16:45
2019-10-09,DF,53,hospital,,8,3,13,,13,,2020-06-09 16:45
2019-10-10,DF,53,home,,1,,,,4,,2020-06-09 16:45
2019-10-10,DF,53,hospital,,7,3,5,,14,,2020-06-09 16:45
2019-10-10,DF,53,others,,1,,,,1,,2020-06-09 16:45
2019-10-11,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-10-11,DF,53,hospital,,8,,6,,11,,2020-06-09 16:45
2019-10-11,DF,53,others,,1,,,,1,,2020-06-09 16:45
2019-10-11,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-12,DF,53,home,,,1,,,5,,2020-06-09 16:45
2019-10-12,DF,53,hospital,,5,2,5,,20,,2020-06-09 16:45
2019-10-12,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-10-12,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-10-13,DF,53,home,,,,,,7,,2020-06-09 16:45
2019-10-13,DF,53,hospital,,10,2,9,,16,,2020-06-09 16:45
2019-10-13,DF,53,others,,,,,,3,,2020-06-09 16:45
2019-10-13,DF,53,public,,,,,,5,,2020-06-09 16:45
2019-10-14,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-10-14,DF,53,hospital,,5,1,8,1,12,,2020-06-09 16:45
2019-10-14,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-10-15,DF,53,home,,,,,,7,,2020-06-09 16:45
2019-10-15,DF,53,hospital,,16,1,9,,16,,2020-06-09 16:45
2019-10-15,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-10-15,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-10-16,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-10-16,DF,53,hospital,1,13,3,5,,18,,2020-06-09 16:45
2019-10-16,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-17,DF,53,home,,,2,,,2,,2020-06-09 16:45
2019-10-17,DF,53,hospital,1,14,2,3,,14,,2020-06-09 16:45
2019-10-17,DF,53,others,,,,,,4,,2020-06-09 16:45
2019-10-17,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-18,DF,53,home,,1,1,1,,5,,2020-06-09 16:45
2019-10-18,DF,53,hospital,,13,2,11,,19,,2020-06-09 16:45
2019-10-18,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-10-18,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-19,DF,53,home,,2,,,,7,,2020-06-09 16:45
2019-10-19,DF,53,hospital,,11,5,5,,20,,2020-06-09 16:45
2019-10-19,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-20,DF,53,home,,,1,,,3,,2020-06-09 16:45
2019-10-20,DF,53,hospital,,9,,8,,16,,2020-06-09 16:45
2019-10-20,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-10-20,DF,53,public,,,,,,3,,2020-06-09 16:45
2019-10-21,DF,53,home,,,,1,,2,,2020-06-09 16:45
2019-10-21,DF,53,hospital,,9,2,5,,18,,2020-06-09 16:45
2019-10-21,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-10-21,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-10-22,DF,53,home,,,,,,6,,2020-06-09 16:45
2019-10-22,DF,53,hospital,1,6,2,10,,15,,2020-06-09 16:45
2019-10-22,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-10-23,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-10-23,DF,53,hospital,,6,2,9,,19,,2020-06-09 16:45
2019-10-24,DF,53,home,,,,,,1,,2020-06-09 16:45
2019-10-24,DF,53,hospital,,13,1,7,,9,,2020-06-09 16:45
2019-10-24,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-10-25,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-10-25,DF,53,hospital,,4,1,4,,9,,2020-06-09 16:45
2019-10-25,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-10-26,DF,53,home,,,,,,9,,2020-06-09 16:45
2019-10-26,DF,53,hospital,,9,4,8,,16,,2020-06-09 16:45
2019-10-27,DF,53,home,,1,,1,,5,,2020-06-09 16:45
2019-10-27,DF,53,hospital,,7,2,11,,10,,2020-06-09 16:45
2019-10-27,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-10-28,DF,53,home,,,,,,3,,2020-06-09 16:45
2019-10-28,DF,53,hospital,,11,3,4,,14,,2020-06-09 16:45
2019-10-28,DF,53,others,,1,,,,2,,2020-06-09 16:45
2019-10-29,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-10-29,DF,53,hospital,,5,2,8,1,15,,2020-06-09 16:45
2019-10-29,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-10-30,DF,53,home,,,,,,1,,2020-06-09 16:45
2019-10-30,DF,53,hospital,,7,3,7,,12,,2020-06-09 16:45
2019-10-30,DF,53,others,,,,1,,,,2020-06-09 16:45
2019-10-31,DF,53,home,,,,1,,1,,2020-06-09 16:45
2019-10-31,DF,53,hospital,,5,4,3,,21,,2020-06-09 16:45
2019-10-31,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-01,DF,53,home,,,,1,,3,,2020-06-09 16:45
2019-11-01,DF,53,hospital,,11,,9,,6,,2020-06-09 16:45
2019-11-02,DF,53,home,,,,1,,5,,2020-06-09 16:45
2019-11-02,DF,53,hospital,,11,3,8,1,13,,2020-06-09 16:45
2019-11-02,DF,53,others,1,,,1,,,,2020-06-09 16:45
2019-11-02,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-11-03,DF,53,home,,1,,,1,2,,2020-06-09 16:45
2019-11-03,DF,53,hospital,,6,2,9,,8,,2020-06-09 16:45
2019-11-04,DF,53,home,,1,,,,4,,2020-06-09 16:45
2019-11-04,DF,53,hospital,,11,1,7,1,16,,2020-06-09 16:45
2019-11-04,DF,53,others,,1,,,,1,,2020-06-09 16:45
2019-11-05,DF,53,home,,,,,,7,,2020-06-09 16:45
2019-11-05,DF,53,hospital,,9,2,10,,12,,2020-06-09 16:45
2019-11-05,DF,53,others,,,,1,,2,,2020-06-09 16:45
2019-11-06,DF,53,home,,1,,,,2,,2020-06-09 16:45
2019-11-06,DF,53,hospital,,8,2,15,1,15,,2020-06-09 16:45
2019-11-07,DF,53,home,,,,,,1,,2020-06-09 16:45
2019-11-07,DF,53,hospital,,11,6,6,,15,,2020-06-09 16:45
2019-11-07,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-08,DF,53,home,,,,,,3,,2020-06-09 16:45
2019-11-08,DF,53,hospital,,7,3,9,2,9,,2020-06-09 16:45
2019-11-09,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-11-09,DF,53,hospital,,11,2,9,2,8,,2020-06-09 16:45
2019-11-09,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-09,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-11-10,DF,53,home,,,1,1,,5,,2020-06-09 16:45
2019-11-10,DF,53,hospital,,9,,1,1,8,,2020-06-09 16:45
2019-11-10,DF,53,others,,,,1,,1,,2020-06-09 16:45
2019-11-10,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-11-11,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-11-11,DF,53,hospital,1,13,4,10,,8,,2020-06-09 16:45
2019-11-11,DF,53,others,,1,,,,,,2020-06-09 16:45
2019-11-12,DF,53,home,,1,1,,,4,,2020-06-09 16:45
2019-11-12,DF,53,hospital,,11,1,7,,19,,2020-06-09 16:45
2019-11-12,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-13,DF,53,home,,1,,,,7,,2020-06-09 16:45
2019-11-13,DF,53,hospital,,9,2,8,,21,,2020-06-09 16:45
2019-11-14,DF,53,home,,2,2,,,5,,2020-06-09 16:45
2019-11-14,DF,53,hospital,,11,6,7,1,16,,2020-06-09 16:45
2019-11-15,DF,53,home,,,2,,,,,2020-06-09 16:45
2019-11-15,DF,53,hospital,,8,,9,2,16,,2020-06-09 16:45
2019-11-15,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-16,DF,53,home,,,1,,,3,,2020-06-09 16:45
2019-11-16,DF,53,hospital,,5,2,4,,15,,2020-06-09 16:45
2019-11-16,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-17,DF,53,home,,,1,,,5,,2020-06-09 16:45
2019-11-17,DF,53,hospital,,5,4,5,1,14,,2020-06-09 16:45
2019-11-17,DF,53,others,,,,,1,,,2020-06-09 16:45
2019-11-18,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-11-18,DF,53,hospital,,7,1,5,1,11,,2020-06-09 16:45
2019-11-18,DF,53,others,,1,,,,1,,2020-06-09 16:45
2019-11-19,DF,53,home,,,1,,,7,,2020-06-09 16:45
2019-11-19,DF,53,hospital,,8,3,8,,16,,2020-06-09 16:45
2019-11-19,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-19,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-11-20,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-11-20,DF,53,hospital,,5,,6,,14,,2020-06-09 16:45
2019-11-20,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-21,DF,53,home,,,,,,1,,2020-06-09 16:45
2019-11-21,DF,53,hospital,,2,3,3,,11,,2020-06-09 16:45
2019-11-21,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-21,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-11-22,DF,53,home,,,1,,,3,,2020-06-09 16:45
2019-11-22,DF,53,hospital,,7,1,12,2,17,,2020-06-09 16:45
2019-11-22,DF,53,others,,,1,,,1,,2020-06-09 16:45
2019-11-23,DF,53,home,,1,1,,,1,,2020-06-09 16:45
2019-11-23,DF,53,hospital,,7,2,7,1,14,,2020-06-09 16:45
2019-11-23,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-11-24,DF,53,home,,,,,,4,,2020-06-09 16:45
2019-11-24,DF,53,hospital,,7,,6,,19,,2020-06-09 16:45
2019-11-24,DF,53,others,,,,,,4,,2020-06-09 16:45
2019-11-24,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-11-25,DF,53,home,,,,,,3,,2020-06-09 16:45
2019-11-25,DF,53,hospital,,7,,4,,19,,2020-06-09 16:45
2019-11-25,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-26,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-11-26,DF,53,hospital,,9,,5,1,7,,2020-06-09 16:45
2019-11-26,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-26,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-11-27,DF,53,home,,,1,,,1,,2020-06-09 16:45
2019-11-27,DF,53,hospital,1,7,2,3,1,17,,2020-06-09 16:45
2019-11-28,DF,53,home,,2,,,,3,,2020-06-09 16:45
2019-11-28,DF,53,hospital,,9,1,7,,20,,2020-06-09 16:45
2019-11-29,DF,53,home,,1,1,,,,,2020-06-09 16:45
2019-11-29,DF,53,hospital,,9,1,3,,12,,2020-06-09 16:45
2019-11-29,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-11-30,DF,53,home,,1,,,,5,,2020-06-09 16:45
2019-11-30,DF,53,hospital,,9,2,3,,15,,2020-06-09 16:45
2019-11-30,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-12-01,DF,53,home,,,1,,,2,,2020-06-09 16:45
2019-12-01,DF,53,hospital,,9,2,5,,18,,2020-06-09 16:45
2019-12-02,DF,53,home,,,,,,3,,2020-06-09 16:45
2019-12-02,DF,53,hospital,1,14,1,9,,14,,2020-06-09 16:45
2019-12-03,DF,53,home,,1,,,,1,,2020-06-09 16:45
2019-12-03,DF,53,hospital,,8,1,4,,15,,2020-06-09 16:45
2019-12-03,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-12-04,DF,53,home,,1,,,,4,,2020-06-09 16:45
2019-12-04,DF,53,hospital,,11,3,8,,17,,2020-06-09 16:45
2019-12-04,DF,53,others,,,1,,,,,2020-06-09 16:45
2019-12-05,DF,53,home,,1,,,,2,,2020-06-09 16:45
2019-12-05,DF,53,hospital,,5,4,9,,19,,2020-06-09 16:45
2019-12-06,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-12-06,DF,53,hospital,,15,2,4,,10,,2020-06-09 16:45
2019-12-06,DF,53,others,,,,1,,1,,2020-06-09 16:45
2019-12-07,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-12-07,DF,53,hospital,,9,2,7,,13,,2020-06-09 16:45
2019-12-07,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-12-08,DF,53,home,,1,,,,3,,2020-06-09 16:45
2019-12-08,DF,53,hospital,,6,3,8,1,8,,2020-06-09 16:45
2019-12-09,DF,53,home,,1,1,,,5,,2020-06-09 16:45
2019-12-09,DF,53,hospital,,7,,8,,15,,2020-06-09 16:45
2019-12-09,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-12-10,DF,53,home,,1,,,,1,,2020-06-09 16:45
2019-12-10,DF,53,hospital,,7,,3,1,16,,2020-06-09 16:45
2019-12-10,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-12-11,DF,53,home,,,1,1,,3,,2020-06-09 16:45
2019-12-11,DF,53,hospital,,7,2,7,,16,,2020-06-09 16:45
2019-12-11,DF,53,others,,,1,,,1,,2020-06-09 16:45
2019-12-12,DF,53,home,,1,,,,2,,2020-06-09 16:45
2019-12-12,DF,53,hospital,,7,1,2,2,14,,2020-06-09 16:45
2019-12-12,DF,53,others,,,,1,,,,2020-06-09 16:45
2019-12-12,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-12-13,DF,53,home,,1,,,,3,,2020-06-09 16:45
2019-12-13,DF,53,hospital,,10,,7,,16,,2020-06-09 16:45
2019-12-13,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-12-14,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-12-14,DF,53,hospital,1,9,7,9,2,14,,2020-06-09 16:45
2019-12-14,DF,53,others,,,,1,,1,,2020-06-09 16:45
2019-12-15,DF,53,home,,1,1,,,5,,2020-06-09 16:45
2019-12-15,DF,53,hospital,,8,4,9,,11,,2020-06-09 16:45
2019-12-15,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-12-16,DF,53,home,,,1,1,,2,,2020-06-09 16:45
2019-12-16,DF,53,hospital,,12,3,5,1,19,,2020-06-09 16:45
2019-12-16,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-12-16,DF,53,public,,,,,,1,,2020-06-09 16:45
2019-12-17,DF,53,home,,,,,,2,,2020-06-09 16:45
2019-12-17,DF,53,hospital,1,3,2,4,,12,,2020-06-09 16:45
2019-12-18,DF,53,home,,1,,,,6,,2020-06-09 16:45
2019-12-18,DF,53,hospital,,10,3,4,1,11,,2020-06-09 16:45
2019-12-18,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-12-19,DF,53,home,,1,,,,4,,2020-06-09 16:45
2019-12-19,DF,53,hospital,,5,3,4,,15,,2020-06-09 16:45
2019-12-20,DF,53,home,,,,,,4,,2020-06-09 16:45
2019-12-20,DF,53,hospital,,7,3,7,,21,,2020-06-09 16:45
2019-12-21,DF,53,home,,1,1,,,3,,2020-06-09 16:45
2019-12-21,DF,53,hospital,,8,3,7,,10,,2020-06-09 16:45
2019-12-22,DF,53,home,,,1,,,1,,2020-06-09 16:45
2019-12-22,DF,53,hospital,,8,1,3,,15,,2020-06-09 16:45
2019-12-23,DF,53,home,,1,,,,5,,2020-06-09 16:45
2019-12-23,DF,53,hospital,1,3,2,4,,13,,2020-06-09 16:45
2019-12-24,DF,53,home,,,1,,,,,2020-06-09 16:45
2019-12-24,DF,53,hospital,,9,2,8,,12,,2020-06-09 16:45
2019-12-24,DF,53,others,,,,,,1,,2020-06-09 16:45
2019-12-25,DF,53,home,,1,1,,,3,,2020-06-09 16:45
2019-12-25,DF,53,hospital,1,9,3,7,,15,,2020-06-09 16:45
2019-12-25,DF,53,others,,,,1,,1,,2020-06-09 16:45
2019-12-26,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-12-26,DF,53,hospital,,7,1,5,1,11,,2020-06-09 16:45
2019-12-26,DF,53,others,,1,,,,,,2020-06-09 16:45
2019-12-27,DF,53,home,,,,,,5,,2020-06-09 16:45
2019-12-27,DF,53,hospital,,10,2,7,,15,,2020-06-09 16:45
2019-12-27,DF,53,public,,,,,,2,,2020-06-09 16:45
2019-12-28,DF,53,home,,1,1,1,,3,,2020-06-09 16:45
2019-12-28,DF,53,hospital,,12,2,3,1,10,,2020-06-09 16:45
2019-12-28,DF,53,others,,,,,,2,,2020-06-09 16:45
2019-12-29,DF,53,home,,1,,,,5,,2020-06-09 16:45
2019-12-29,DF,53,hospital,,9,4,6,,17,,2020-06-09 16:45
2019-12-30,DF,53,home,,,,,,4,,2020-06-09 16:45
2019-12-30,DF,53,hospital,,6,3,7,1,16,,2020-06-09 16:45
2019-12-30,DF,53,others,,1,,,,,,2020-06-09 16:45
2019-12-31,DF,53,home,,,,,,3,,2020-06-09 16:45
2019-12-31,DF,53,hospital,,8,2,6,,11,,2020-06-09 16:45
2019-12-31,DF,53,others,,,,,,3,,2020-06-09 16:45
2019-12-31,DF,53,public,,,,,1,,,2020-06-09 16:45
2020-01-01,DF,53,home,,,,1,1,3,,2020-06-09 16:45
2020-01-01,DF,53,hospital,,17,1,7,,9,,2020-06-09 16:46
2020-01-01,DF,53,others,,,,,,2,,2020-06-09 16:45
2020-01-02,DF,53,home,,1,,1,,4,,2020-06-09 16:45
2020-01-02,DF,53,hospital,1,9,1,10,,11,,2020-06-09 16:46
2020-01-02,DF,53,others,,,,,,2,,2020-06-09 16:45
2020-01-02,DF,53,public,,,,,,1,,2020-06-09 16:45
2020-01-03,DF,53,home,,,,,,3,,2020-06-09 16:45
2020-01-03,DF,53,hospital,,9,,7,,14,,2020-06-09 16:46
2020-01-03,DF,53,public,,,,,,1,,2020-06-09 16:45
2020-01-04,DF,53,home,,,,,,7,,2020-06-09 16:45
2020-01-04,DF,53,hospital,1,9,2,7,,12,,2020-06-09 16:46
2020-01-04,DF,53,others,,1,,,1,1,,2020-06-09 16:45
2020-01-05,DF,53,home,,,,,,9,,2020-06-09 16:45
2020-01-05,DF,53,hospital,,11,3,6,,11,,2020-06-09 16:46
2020-01-05,DF,53,others,,,,1,,,,2020-06-09 16:45
2020-01-06,DF,53,home,,1,,,,7,,2020-06-09 16:45
2020-01-06,DF,53,hospital,,6,1,3,,9,,2020-06-09 16:46
2020-01-06,DF,53,others,,,,,,1,,2020-06-09 16:45
2020-01-06,DF,53,public,,,,,,2,,2020-06-09 16:45
2020-01-07,DF,53,home,,,1,,,3,,2020-06-09 16:45
2020-01-07,DF,53,hospital,,9,6,4,,8,,2020-06-09 16:46
