date,state,state_ibge_code,place,deaths_sars,deaths_pneumonia,deaths_respiratory_failure,deaths_septicemia,deaths_indeterminate,deaths_others,deaths_covid19,created_at
2020-05-07,MA,21,home,,,5,1,1,19,,2020-06-09 16:40
2020-05-07,MA,21,hospital,17,12,9,2,,22,14,2020-06-09 16:40
2020-05-07,MA,21,others,,1,,,,3,,2020-06-09 16:40
2020-05-07,MA,21,public,,,,1,,1,,2020-06-09 16:40
2020-05-08,MA,21,home,2,1,1,2,,18,,2020-06-09 16:40
2020-05-08,MA,21,hospital,14,10,11,3,1,20,16,2020-06-09 16:40
2020-05-08,MA,21,others,,1,1,,,2,1,2020-06-09 16:40
2020-05-08,MA,21,public,,,,,,2,,2020-06-09 16:40
2020-05-09,MA,21,home,,,5,1,,19,1,2020-06-09 16:40
2020-05-09,MA,21,hospital,16,6,7,5,,15,16,2020-06-09 16:40
2020-05-09,MA,21,others,,,,,,2,,2020-06-09 16:40
2020-05-09,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-10,MA,21,home,1,,4,1,,24,,2020-06-09 16:40
2020-05-10,MA,21,hospital,16,6,10,3,,26,13,2020-06-09 16:40
2020-05-10,MA,21,others,,,,,,1,,2020-06-09 16:40
2020-05-10,MA,21,public,,,,,,2,,2020-06-09 16:40
2020-05-11,MA,21,home,,2,2,,,24,1,2020-06-09 16:40
2020-05-11,MA,21,hospital,15,3,3,3,1,10,12,2020-06-09 16:40
2020-05-11,MA,21,others,1,1,,,,1,,2020-06-09 16:40
2020-05-12,MA,21,home,,1,1,1,,19,,2020-06-09 16:40
2020-05-12,MA,21,hospital,17,4,4,2,1,23,16,2020-06-09 16:40
2020-05-12,MA,21,others,,,1,,,2,1,2020-06-09 16:40
2020-05-12,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-13,MA,21,home,2,,1,1,,18,2,2020-06-09 16:40
2020-05-13,MA,21,hospital,14,10,11,3,2,14,14,2020-06-09 16:40
2020-05-13,MA,21,others,2,1,1,,,1,1,2020-06-09 16:40
2020-05-13,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-14,MA,21,home,,,1,1,,20,2,2020-06-09 16:40
2020-05-14,MA,21,hospital,15,8,9,4,,7,19,2020-06-09 16:40
2020-05-14,MA,21,others,,1,,,,3,,2020-06-09 16:40
2020-05-14,MA,21,public,,,,1,,2,,2020-06-09 16:40
2020-05-15,MA,21,home,,2,2,1,,21,1,2020-06-09 16:40
2020-05-15,MA,21,hospital,16,4,4,5,,16,10,2020-06-09 16:40
2020-05-15,MA,21,others,,,1,,,4,,2020-06-09 16:40
2020-05-16,MA,21,home,1,,3,1,2,12,1,2020-06-09 16:40
2020-05-16,MA,21,hospital,12,11,3,3,,13,22,2020-06-09 16:40
2020-05-16,MA,21,others,,,,1,,3,,2020-06-09 16:40
2020-05-16,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-17,MA,21,home,1,,1,1,,21,1,2020-06-09 16:40
2020-05-17,MA,21,hospital,9,4,6,3,,9,24,2020-06-09 16:40
2020-05-17,MA,21,others,,,,,1,4,1,2020-06-09 16:40
2020-05-18,MA,21,home,1,1,2,1,,19,,2020-06-09 16:40
2020-05-18,MA,21,hospital,8,11,8,5,1,17,14,2020-06-09 16:40
2020-05-18,MA,21,others,1,,,,,1,,2020-06-09 16:40
2020-05-18,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-19,MA,21,home,,,1,1,,21,2,2020-06-09 16:40
2020-05-19,MA,21,hospital,7,10,11,6,3,11,18,2020-06-09 16:40
2020-05-19,MA,21,others,,,,,,2,,2020-06-09 16:40
2020-05-19,MA,21,public,,,,,,1,1,2020-06-09 16:40
2020-05-20,MA,21,home,,,3,,,12,,2020-06-09 16:40
2020-05-20,MA,21,hospital,4,9,11,,,19,16,2020-06-09 16:40
2020-05-20,MA,21,others,,,,,,2,3,2020-06-09 16:40
2020-05-21,MA,21,home,,,,,,12,,2020-06-09 16:40
2020-05-21,MA,21,hospital,4,6,8,2,,11,21,2020-06-09 16:40
2020-05-21,MA,21,others,,,,,,1,2,2020-06-09 16:40
2020-05-21,MA,21,public,,,,,,2,,2020-06-09 16:40
2020-05-22,MA,21,home,,,3,1,,13,,2020-06-09 16:40
2020-05-22,MA,21,hospital,5,4,5,3,,19,22,2020-06-09 16:40
2020-05-22,MA,21,others,,,,,,,1,2020-06-09 16:40
2020-05-23,MA,21,home,1,1,2,,1,15,2,2020-06-09 16:40
2020-05-23,MA,21,hospital,3,4,3,4,1,10,14,2020-06-09 16:40
2020-05-23,MA,21,others,,,,,,2,,2020-06-09 16:40
2020-05-23,MA,21,public,,,,,,2,,2020-06-09 16:40
2020-05-24,MA,21,home,,,,1,,16,,2020-06-09 16:40
2020-05-24,MA,21,hospital,4,1,8,3,,15,18,2020-06-09 16:40
2020-05-24,MA,21,others,,,,,,4,1,2020-06-09 16:40
2020-05-25,MA,21,home,,,,,,10,2,2020-06-09 16:40
2020-05-25,MA,21,hospital,2,1,5,1,,11,15,2020-06-09 16:40
2020-05-25,MA,21,others,,,,,,1,1,2020-06-09 16:40
2020-05-26,MA,21,home,,1,1,,,11,,2020-06-09 16:40
2020-05-26,MA,21,hospital,7,3,5,2,,11,19,2020-06-09 16:40
2020-05-26,MA,21,others,,,,,,2,1,2020-06-09 16:40
2020-05-27,MA,21,home,,1,,,,11,,2020-06-09 16:40
2020-05-27,MA,21,hospital,8,3,6,3,,9,12,2020-06-09 16:40
2020-05-27,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-28,MA,21,home,,,2,,,7,1,2020-06-09 16:40
2020-05-28,MA,21,hospital,2,4,4,2,,9,6,2020-06-09 16:40
2020-05-28,MA,21,others,,,2,,,,,2020-06-09 16:40
2020-05-29,MA,21,home,,,,,,8,,2020-06-09 16:40
2020-05-29,MA,21,hospital,6,2,4,1,,4,9,2020-06-09 16:40
2020-05-29,MA,21,others,,,,,,4,,2020-06-09 16:40
2020-05-29,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-30,MA,21,home,1,,2,,,4,,2020-06-09 16:40
2020-05-30,MA,21,hospital,3,4,1,1,,10,15,2020-06-09 16:40
2020-05-30,MA,21,others,,,,,,1,,2020-06-09 16:40
2020-05-30,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-05-31,MA,21,home,1,2,2,,1,8,,2020-06-09 16:40
2020-05-31,MA,21,hospital,2,3,4,2,,8,6,2020-06-09 16:40
2020-05-31,MA,21,public,,,,,,1,,2020-06-09 16:40
2020-06-01,MA,21,home,,,,,1,5,,2020-06-09 16:40
2020-06-01,MA,21,hospital,2,,5,4,,6,5,2020-06-09 16:40
2020-06-02,MA,21,home,,,,,,2,,2020-06-09 16:40
2020-06-02,MA,21,hospital,5,,3,1,,8,6,2020-06-09 16:40
2020-06-03,MA,21,home,,,,1,,3,,2020-06-09 16:40
2020-06-03,MA,21,hospital,,2,,4,1,5,4,2020-06-09 16:40
2020-06-04,MA,21,home,,,,,,1,,2020-06-09 16:40
2020-06-04,MA,21,hospital,6,2,2,3,,4,10,2020-06-09 16:40
2020-06-05,MA,21,home,,,,,,3,,2020-06-09 16:40
2020-06-05,MA,21,hospital,2,1,1,1,,6,7,2020-06-09 16:40
2020-06-06,MA,21,hospital,2,2,2,,,4,1,2020-06-09 16:40
2020-06-07,MA,21,home,,,1,,,2,,2020-06-09 16:40
2020-06-07,MA,21,hospital,2,1,1,,,2,3,2020-06-09 16:40
2020-06-08,MA,21,home,,,,,,1,,2020-06-09 16:40
2020-06-08,MA,21,hospital,,,1,1,,,1,2020-06-09 16:40
2020-06-08,MA,21,others,,,,,,1,,2020-06-09 16:40
2018-01-01,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-01-01,MG,31,hospital,,,1,,,223,,2020-06-09 16:38
2018-01-01,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-01-01,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-01-02,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-01-02,MG,31,hospital,,,,,,189,,2020-06-09 16:38
2018-01-02,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-01-02,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-01-03,MG,31,home,,,,,,46,,2020-06-09 16:37
2018-01-03,MG,31,hospital,,,,,,215,,2020-06-09 16:38
2018-01-03,MG,31,others,,,,,,2,,2020-06-09 16:37
2018-01-03,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-01-04,MG,31,home,,,,,,51,,2020-06-09 16:37
2018-01-04,MG,31,hospital,,,,,,189,,2020-06-09 16:38
2018-01-04,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-01-04,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-01-05,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-01-05,MG,31,hospital,,,,,,208,,2020-06-09 16:38
2018-01-05,MG,31,others,,,,,,9,,2020-06-09 16:37
2018-01-06,MG,31,home,,,,,,38,,2020-06-09 16:37
2018-01-06,MG,31,hospital,,,,,,213,,2020-06-09 16:38
2018-01-06,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-01-07,MG,31,home,,,,,,44,,2020-06-09 16:37
2018-01-07,MG,31,hospital,,,,,,245,,2020-06-09 16:38
2018-01-07,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-01-07,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-01-08,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-01-08,MG,31,hospital,,,,,,218,,2020-06-09 16:38
2018-01-08,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-01-08,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-01-09,MG,31,home,,,,,,50,,2020-06-09 16:37
2018-01-09,MG,31,hospital,,,,,,192,,2020-06-09 16:38
2018-01-09,MG,31,others,,,,,,7,,2020-06-09 16:37
2018-01-09,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-01-10,MG,31,home,,,,,,48,,2020-06-09 16:37
2018-01-10,MG,31,hospital,,,,,,181,,2020-06-09 16:38
2018-01-10,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-01-11,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-01-11,MG,31,hospital,,,,,,222,,2020-06-09 16:38
2018-01-11,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-01-11,MG,31,public,,,,,,5,,2020-06-09 16:38
2018-01-12,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-01-12,MG,31,hospital,,,,,,240,,2020-06-09 16:38
2018-01-12,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-01-12,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-01-13,MG,31,home,,,,,,36,,2020-06-09 16:37
2018-01-13,MG,31,hospital,,,,,,221,,2020-06-09 16:38
2018-01-13,MG,31,others,,,,,,9,,2020-06-09 16:37
2018-01-13,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-01-14,MG,31,home,,,,,,57,,2020-06-09 16:37
2018-01-14,MG,31,hospital,,,,,,174,,2020-06-09 16:38
2018-01-14,MG,31,others,,,,,,10,,2020-06-09 16:37
2018-01-14,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-01-15,MG,31,home,,,,,,48,,2020-06-09 16:37
2018-01-15,MG,31,hospital,,,,,,211,,2020-06-09 16:38
2018-01-15,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-01-15,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-01-16,MG,31,home,,,,,,50,,2020-06-09 16:37
2018-01-16,MG,31,hospital,,,,,,198,,2020-06-09 16:38
2018-01-16,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-01-16,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-01-17,MG,31,home,,,,,,42,,2020-06-09 16:37
2018-01-17,MG,31,hospital,,,,1,,195,,2020-06-09 16:38
2018-01-17,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-01-17,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-01-18,MG,31,home,,,,,,43,,2020-06-09 16:37
2018-01-18,MG,31,hospital,,,,,,196,,2020-06-09 16:38
2018-01-18,MG,31,others,,,,,,7,,2020-06-09 16:37
2018-01-18,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-01-19,MG,31,home,,,,,,44,,2020-06-09 16:37
2018-01-19,MG,31,hospital,,,,,,217,,2020-06-09 16:38
2018-01-19,MG,31,others,,,,,,9,,2020-06-09 16:37
2018-01-19,MG,31,public,,,,,,7,,2020-06-09 16:38
2018-01-20,MG,31,home,,,,,,54,,2020-06-09 16:37
2018-01-20,MG,31,hospital,,,,,,247,,2020-06-09 16:38
2018-01-20,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-01-20,MG,31,public,,,,,,6,,2020-06-09 16:38
2018-01-21,MG,31,home,,,,,,51,,2020-06-09 16:37
2018-01-21,MG,31,hospital,,,,,,219,,2020-06-09 16:38
2018-01-21,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-01-21,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-01-22,MG,31,home,,,,,,53,,2020-06-09 16:37
2018-01-22,MG,31,hospital,,,,,,196,,2020-06-09 16:38
2018-01-22,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-01-22,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-01-23,MG,31,home,,,,,,35,,2020-06-09 16:37
2018-01-23,MG,31,hospital,,,,,,243,,2020-06-09 16:38
2018-01-23,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-01-23,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-01-24,MG,31,home,,,,,,54,,2020-06-09 16:37
2018-01-24,MG,31,hospital,,,,,,216,,2020-06-09 16:38
2018-01-24,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-01-24,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-01-25,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-01-25,MG,31,hospital,,,,,,224,,2020-06-09 16:38
2018-01-25,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-01-25,MG,31,public,,,,,,6,,2020-06-09 16:38
2018-01-26,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-01-26,MG,31,hospital,,,,,,185,,2020-06-09 16:38
2018-01-26,MG,31,others,,,,,,2,,2020-06-09 16:37
2018-01-26,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-01-27,MG,31,home,,,,,,34,,2020-06-09 16:37
2018-01-27,MG,31,hospital,,,,,,243,,2020-06-09 16:38
2018-01-27,MG,31,others,,,,,,7,,2020-06-09 16:37
2018-01-27,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-01-28,MG,31,home,,,,,,46,,2020-06-09 16:37
2018-01-28,MG,31,hospital,,,,,,221,,2020-06-09 16:38
2018-01-28,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-01-28,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-01-29,MG,31,home,,,,,,42,,2020-06-09 16:37
2018-01-29,MG,31,hospital,,,,,,228,,2020-06-09 16:38
2018-01-29,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-01-29,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-01-30,MG,31,home,,,,,,43,,2020-06-09 16:37
2018-01-30,MG,31,hospital,,1,,,,214,,2020-06-09 16:38
2018-01-30,MG,31,others,,,,,,2,,2020-06-09 16:37
2018-01-30,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-01-31,MG,31,home,,,,,,33,,2020-06-09 16:37
2018-01-31,MG,31,hospital,,,,,,195,,2020-06-09 16:38
2018-01-31,MG,31,others,,,,,,1,,2020-06-09 16:37
2018-01-31,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-02-01,MG,31,home,,,,,,53,,2020-06-09 16:37
2018-02-01,MG,31,hospital,,,,,,194,,2020-06-09 16:38
2018-02-01,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-02-01,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-02,MG,31,home,,,,,,37,,2020-06-09 16:37
2018-02-02,MG,31,hospital,,,,1,,228,,2020-06-09 16:38
2018-02-02,MG,31,others,,,,,,8,,2020-06-09 16:37
2018-02-02,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-02-03,MG,31,home,,,,,,48,,2020-06-09 16:37
2018-02-03,MG,31,hospital,,,,,,211,,2020-06-09 16:38
2018-02-03,MG,31,others,,,,,,8,,2020-06-09 16:37
2018-02-03,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-04,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-02-04,MG,31,hospital,,,,,,195,,2020-06-09 16:38
2018-02-04,MG,31,others,,,,,,8,,2020-06-09 16:37
2018-02-04,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-02-05,MG,31,home,,,,,,43,,2020-06-09 16:37
2018-02-05,MG,31,hospital,,,,,,195,,2020-06-09 16:38
2018-02-05,MG,31,others,,,,,,2,,2020-06-09 16:37
2018-02-05,MG,31,public,,,,,,5,,2020-06-09 16:38
2018-02-06,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-02-06,MG,31,hospital,,,,,,171,,2020-06-09 16:38
2018-02-06,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-02-06,MG,31,public,,,,,,5,,2020-06-09 16:38
2018-02-07,MG,31,home,,,,,,64,,2020-06-09 16:37
2018-02-07,MG,31,hospital,,,,,,222,,2020-06-09 16:38
2018-02-07,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-02-07,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-02-08,MG,31,home,,,,,,55,,2020-06-09 16:37
2018-02-08,MG,31,hospital,,,1,,,201,,2020-06-09 16:38
2018-02-08,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-02-08,MG,31,public,,,,,,6,,2020-06-09 16:38
2018-02-09,MG,31,home,,,,,,44,,2020-06-09 16:37
2018-02-09,MG,31,hospital,,,,,,211,,2020-06-09 16:38
2018-02-09,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-02-09,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-02-10,MG,31,home,,,,,,47,,2020-06-09 16:37
2018-02-10,MG,31,hospital,,,,,,190,,2020-06-09 16:38
2018-02-10,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-02-10,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-02-11,MG,31,home,,,,,,63,,2020-06-09 16:37
2018-02-11,MG,31,hospital,,,,,,228,,2020-06-09 16:38
2018-02-11,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-02-11,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-12,MG,31,home,,,,,1,52,,2020-06-09 16:37
2018-02-12,MG,31,hospital,,,,,,194,,2020-06-09 16:38
2018-02-12,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-02-12,MG,31,public,,,,,,5,,2020-06-09 16:38
2018-02-13,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-02-13,MG,31,hospital,,,,,,217,,2020-06-09 16:38
2018-02-13,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-02-13,MG,31,public,,,,,,9,,2020-06-09 16:38
2018-02-14,MG,31,home,,,,,,46,,2020-06-09 16:37
2018-02-14,MG,31,hospital,,2,,,,197,,2020-06-09 16:38
2018-02-14,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-02-14,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-02-15,MG,31,home,,,,,,39,,2020-06-09 16:37
2018-02-15,MG,31,hospital,,,,,,203,,2020-06-09 16:38
2018-02-15,MG,31,others,,,,,,1,,2020-06-09 16:37
2018-02-15,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-02-16,MG,31,home,,,,,,48,,2020-06-09 16:37
2018-02-16,MG,31,hospital,,1,,,,213,,2020-06-09 16:38
2018-02-16,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-02-16,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-17,MG,31,home,,,,,,53,,2020-06-09 16:37
2018-02-17,MG,31,hospital,,,,,,212,,2020-06-09 16:38
2018-02-17,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-02-17,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-02-18,MG,31,home,,,,,,36,,2020-06-09 16:37
2018-02-18,MG,31,hospital,,,,,,200,,2020-06-09 16:38
2018-02-18,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-02-18,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-02-19,MG,31,home,,,,,,49,,2020-06-09 16:37
2018-02-19,MG,31,hospital,,,,,,195,,2020-06-09 16:38
2018-02-19,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-02-19,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-20,MG,31,home,,,,,,51,,2020-06-09 16:37
2018-02-20,MG,31,hospital,,,,,,189,,2020-06-09 16:38
2018-02-20,MG,31,others,,,,,,2,,2020-06-09 16:37
2018-02-20,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-02-21,MG,31,home,,,,,,46,,2020-06-09 16:37
2018-02-21,MG,31,hospital,,,,,,176,,2020-06-09 16:38
2018-02-21,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-02-21,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-02-22,MG,31,home,,,,,,44,,2020-06-09 16:37
2018-02-22,MG,31,hospital,,,,,,198,,2020-06-09 16:38
2018-02-22,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-02-22,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-23,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-02-23,MG,31,hospital,,,,,,196,,2020-06-09 16:38
2018-02-23,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-02-23,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-02-24,MG,31,home,,,,,,44,,2020-06-09 16:37
2018-02-24,MG,31,hospital,,,,,,231,,2020-06-09 16:38
2018-02-24,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-02-24,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-25,MG,31,home,,,,,,48,,2020-06-09 16:37
2018-02-25,MG,31,hospital,,,,,,196,,2020-06-09 16:38
2018-02-25,MG,31,others,,,,,,1,,2020-06-09 16:37
2018-02-25,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-02-26,MG,31,home,,,,,,47,,2020-06-09 16:37
2018-02-26,MG,31,hospital,,,,,,208,,2020-06-09 16:38
2018-02-26,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-02-27,MG,31,home,,,,,,44,,2020-06-09 16:37
2018-02-27,MG,31,hospital,,1,,,,210,,2020-06-09 16:38
2018-02-27,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-02-27,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-02-28,MG,31,home,,,,,,57,,2020-06-09 16:37
2018-02-28,MG,31,hospital,,,,,,210,,2020-06-09 16:38
2018-02-28,MG,31,others,,,,,,2,,2020-06-09 16:37
2018-02-28,MG,31,public,,,,,,4,,2020-06-09 16:38
2018-03-01,MG,31,home,,,,,,47,,2020-06-09 16:37
2018-03-01,MG,31,hospital,,,,,,181,,2020-06-09 16:38
2018-03-01,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-03-01,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-03-02,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-03-02,MG,31,hospital,,,,,,166,,2020-06-09 16:38
2018-03-02,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-03-02,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-03-03,MG,31,home,,,,,,37,,2020-06-09 16:37
2018-03-03,MG,31,hospital,,,,,,185,,2020-06-09 16:38
2018-03-03,MG,31,others,,,,,,4,,2020-06-09 16:37
2018-03-03,MG,31,public,,,,,,6,,2020-06-09 16:38
2018-03-04,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-03-04,MG,31,hospital,,,,,,212,,2020-06-09 16:38
2018-03-04,MG,31,others,,,,,,7,,2020-06-09 16:37
2018-03-04,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-03-05,MG,31,home,,,,,,50,,2020-06-09 16:37
2018-03-05,MG,31,hospital,,,,,,206,,2020-06-09 16:38
2018-03-05,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-03-06,MG,31,home,,,,,,50,,2020-06-09 16:37
2018-03-06,MG,31,hospital,,,,,,209,,2020-06-09 16:38
2018-03-06,MG,31,others,,,,,,5,,2020-06-09 16:37
2018-03-06,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-03-07,MG,31,home,,,,,,34,,2020-06-09 16:37
2018-03-07,MG,31,hospital,,,,,,241,,2020-06-09 16:38
2018-03-07,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-03-07,MG,31,public,,,,,,2,,2020-06-09 16:38
2018-03-08,MG,31,home,,,,,,48,,2020-06-09 16:37
2018-03-08,MG,31,hospital,,,,,,226,,2020-06-09 16:38
2018-03-08,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-03-08,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-03-09,MG,31,home,,,,,,46,,2020-06-09 16:37
2018-03-09,MG,31,hospital,,1,,,,189,,2020-06-09 16:38
2018-03-09,MG,31,others,,,,,,7,,2020-06-09 16:37
2018-03-09,MG,31,public,,,,,,8,,2020-06-09 16:38
2018-03-10,MG,31,home,,,,,,41,,2020-06-09 16:37
2018-03-10,MG,31,hospital,,,,,,203,,2020-06-09 16:38
2018-03-10,MG,31,others,,,,,,8,,2020-06-09 16:37
2018-03-10,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-03-11,MG,31,home,,,,,,45,,2020-06-09 16:37
2018-03-11,MG,31,hospital,,,,,,181,,2020-06-09 16:38
2018-03-11,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-03-11,MG,31,public,,,,,,5,,2020-06-09 16:38
2018-03-12,MG,31,home,,,,,,56,,2020-06-09 16:37
2018-03-12,MG,31,hospital,,,,,,223,,2020-06-09 16:38
2018-03-12,MG,31,others,,,,,,8,,2020-06-09 16:37
2018-03-12,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-03-13,MG,31,home,,,,,,32,,2020-06-09 16:37
2018-03-13,MG,31,hospital,,,,,,223,,2020-06-09 16:38
2018-03-13,MG,31,others,,,,,,3,,2020-06-09 16:37
2018-03-13,MG,31,public,,,,,,3,,2020-06-09 16:38
2018-03-14,MG,31,home,,,,,,66,,2020-06-09 16:37
2018-03-14,MG,31,hospital,,,,,,207,,2020-06-09 16:38
2018-03-14,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-03-14,MG,31,public,,,,,,1,,2020-06-09 16:38
2018-03-15,MG,31,home,,,,,,53,,2020-06-09 16:37
2018-03-15,MG,31,hospital,,1,,1,,196,,2020-06-09 16:38
2018-03-15,MG,31,others,,,,,,6,,2020-06-09 16:37
2018-03-15,MG,31,public,,,,,,6,,2020-06-09 16:38
2018-03-16,MG,31,home,,,,,,39,,2020-06-09 16:37
2018-03-16,MG,31,hospital,,,,,,228,,2020-06-09 16:38
2018-03-16,MG,31,public,,,,,,5,,2020-06-09 16:38
2018-03-17,MG,31,home,,,,,,40,,2020-06-09 16:37
2018-03-17,MG,31,hospital,,,,,,191,,2020-06-09 16:38
2018-03-17,MG,31,others,,,,,,2,,2020-06-09 16:37
2018-03-17,MG,31,public,,,,,,10,,2020-06-09 16:38
2018-03-18,MG,31,home,,,,,,47,,2020-06-09 16:37
2018-03-18,MG,31,hospital,,,,,,203,,2020-06-09 16:38
2018-03-18,MG,31,others,,,,,,6,,2020-06-09 16:37
